Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Jan 19, 2012",Djamel Mesbah,27,Left-Back,Algeria,"
Lecce ", Serie A ,"
AC Milan ",,"1,00 mil. €",550 K €
"Jan 19, 2012",Jonathan Soriano,26,Centre-Forward,Spain,"
FC Barcelona B ", LaLiga2 ,"
RB Salzburg ",,"2,50 mil. €",500 K €
"Jan 19, 2012",Jacob Peterson,25,Right Winger,United States,"
Quakes ", MLS ,"
Kansas ",,200 K €,Free transfer
"Jan 19, 2012",Sedat Doyanc,32,Defensive Midfield,Turkey,"
Türk Ocagi ", Cyprus		,"
Balikesir BB ",,50 K €,Free transfer
"Jan 19, 2012",Israel Damonte,30,Defensive Midfield,Argentina,"
Godoy Cruz ", Torneo Final ,"
Nacional ",,400 K €,Free transfer
"Jan 19, 2012",Sebastian Szalachowski,27,Right Winger,Poland,"
LKS Lodz ", Ekstraklasa ,"
Cracovia  ",,500 K €,Free transfer
"Jan 19, 2012",Ayhan Özgür,32,Central Midfield,Turkey,"
1928 Bucaspor ", Turkey		,"
Usak Spor AS ",,150 K €,Free transfer
"Jan 19, 2012",Jin-kyu Kim,26,Centre-Back,"Korea, South","
Ventforet Kofu ", J2 League ,"
FC Seoul ",,300 K €,Free transfer
"Jan 19, 2012",Önder Yilmaz,33,Defensive Midfield,Turkey,"
Cankirispor ", 2.Lig Kirmizi ,"
Cankaya FK ",,50 K €,Free transfer
"Jan 19, 2012",Ibrahim Özder,28,Attacking Midfield,Turkey,"
REO Atilla ", Turkey		,"
Cine Madranspor ",,50 K €,Free transfer
"Jan 19, 2012",Anton Fink,24,Second Striker,Germany,"
Karlsruher SC ", 2. Bundesliga ,"
Chemnitzer FC ",,350 K €,Free transfer
"Jan 19, 2012",Savvas Gentsoglou,21,Defensive Midfield,Greece,"
AEK Athens ", Super League 1 ,"
Sampdoria ",,"1,50 mil. €",Free transfer
"Jan 19, 2012",Gür Ege Gürel,23,Centre-Back,Turkey,"
Y. Malatyaspor ", 2.Lig Beyaz ,"
Maltepespor ",,100 K €,Free transfer
"Jan 19, 2012",David González,29,Goalkeeper,Colombia,"
Man City ", Premier League ,"
Brighton ",,250 K €,Free transfer
"Jan 19, 2012",Jani Tanska,23,Centre-Back,Finland,"
VPS ", Veikkausliiga ,"
TPS ",,400 K €,Free transfer
"Jan 19, 2012",Claudio Dádomo,29,Left-Back,Uruguay,"
Ergotelis ", Super League 1 ,"
River Plate ",,350 K €,Free transfer
"Jan 19, 2012",Firat Cakmak,29,Goalkeeper,Turkey,"
Sanliurfaspor  ", 2.Lig Beyaz ,"
Denizlispor ",,25 K €,Free transfer
"Jan 19, 2012",Ufuk Muhtar,20,Midfielder,Turkey,"
Unknown ",,"
Erzin Spor ",,50 K €,Free transfer
"Jan 19, 2012",Murat Kefeli,23,Central Midfield,Turkey,"
Kahramanmaras ", Turkey		,"
Kilimli Bld ",,50 K €,Free transfer
"Jan 19, 2012",Engin Yesilli,26,Left-Back,Turkey,"
Karsspor ", Turkey		,"
Fethiyespor ",,100 K €,Free transfer
"Jan 19, 2012",Bülent Cakmak,32,Centre-Forward,Turkey,"
68 Yeni Aksaray ", Turkey		,"
Cine Madranspor ",,50 K €,Free transfer
"Jan 19, 2012",Nuri Ilker Kildir,32,Goalkeeper,Turkey,"
Turgutluspor  ", 2.Lig Beyaz ,"
Bergama Bld ",,25 K €,Free transfer
"Jan 20, 2012",Nolan Roux,23,Centre-Forward,France,"
Stade Brest 29 ", Ligue 1 ,"
LOSC Lille ",,"4,75 mil. €","8,00 mil. €"
"Jan 20, 2012",Lucas Piazón,18,Left Winger,Brazil,"
FC São Paulo B ", Brazil		,"
Chelsea ",,"7,50 mil. €","7,50 mil. €"
"Jan 20, 2012",Ondrej Mazuch,22,Centre-Back,Czech Republic,"
RSC Anderlecht ", Jupiler Pro League ,"
Dnipro ",,"3,00 mil. €","3,00 mil. €"
"Jan 20, 2012",John Jairo Ruiz,18,Left Winger,Costa Rica,"
Saprissa ", Primera Div. Clausura ,"
LOSC Lille ",,"1,00 mil. €","1,20 mil. €"
"Jan 20, 2012",Ju-young Kim,23,Centre-Back,"Korea, South","
Gyeongnam FC ", K League 1 ,"
FC Seoul ",,550 K €,980 K €
"Jan 20, 2012",Danny Drinkwater,21,Central Midfield,England,"
Man Utd ", Premier League ,"
Leicester ",,750 K €,900 K €
"Jan 20, 2012",Halim Karaköse,34,Centre-Forward,Turkey,"
Manavgat Bld ", Turkey		,"
Talasgücü Bld ",,25 K €,Free transfer
"Jan 20, 2012",Hamid Rhanem,30,Left Winger,France,"
Nea Salamis ", First Division ,"
APEP Pitsilia ",,350 K €,Free transfer
"Jan 20, 2012",Shavar Thomas,30,Centre-Back,Jamaica,"
Kansas ", MLS ,"
Montreal Impact ",,250 K €,Free transfer
"Jan 20, 2012",Hasan Kabze,29,Centre-Forward,Turkey,"
Montpellier ", Ligue 1 ,"
Orduspor ",,"1,00 mil. €",Free transfer
"Jan 20, 2012",Orhan Kalafat,29,Midfielder,Turkey,"
Tepecik Spor ", 2.Lig Beyaz ,"
B.Cekmece Bld ",,25 K €,Free transfer
"Jan 20, 2012",Soner Bala,24,Goalkeeper,Turkey,"
Istanbulspor ", Turkey		,"
Beylikdüzü ",,50 K €,Free transfer
"Jan 20, 2012",Josh Simpson,28,Left Winger,Canada,"
Manisaspor ", Süper Lig ,"
BSC Young Boys ",,"2,90 mil. €",Free transfer
"Jan 20, 2012",Paddy Kavanagh,26,Right Midfield,Ireland,"
Shamrock Rovers ", Premier League ,"
Shelbourne ",,50 K €,Free transfer
"Jan 20, 2012",Andy Gallinagh,26,Right-Back,England,"
Cheltenham ", League Two ,"
Bath City ",,75 K €,Free transfer
"Jan 20, 2012",Ali Fuseini,23,Central Midfield,Ghana,"
Eastleigh FC ", England		,"
Bromley ",,250 K €,Free transfer
"Jan 20, 2012",Branimir Subasic,29,Centre-Forward,Azerbaijan,"
Xäzär Länkäran ", Premyer Liqasi ,"
Qarabag Agdam ",,550 K €,Free transfer
"Jan 20, 2012",Gabriel Roth,32,Left Winger,Argentina,"
Rangers Talca ", Primera División ,"
Tiro Federal ",,125 K €,Free transfer
"Jan 20, 2012",Vullnet Basha,21,Defensive Midfield,Albania,"
Xamax ", Super League ,"
FC Sion ",,300 K €,Free transfer
"Jan 20, 2012",Angelo Hauk,27,Right Winger,Germany,"
SV Elversberg ", RL West ,"
Hallescher FC ",,125 K €,Free transfer
"Jan 20, 2012",Mehmet Kengel,24,Centre-Forward,Turkey,"
Gümüshanespor ", 3.Lig Grup 1 ,"
Manisa FK ",,50 K €,Free transfer
"Jan 20, 2012",Kamil Sener,28,Right-Back,Turkey,"
Z. Kömürspor ", Turkey		,"
Espiye Belediye ",,50 K €,Free transfer
"Jan 20, 2012",Hasan Hüseyin Karaoglu,23,Defender,Turkey,"
Beysehir Bld ", Turkey		,"
Akyazispor ",,50 K €,Free transfer
"Jan 20, 2012",Ali Simsek,22,Midfielder,Turkey,"
Cerkezköy ", Turkey		,"
Kalkandere ",,75 K €,Free transfer
"Jan 20, 2012",Hasan Sincar,24,Midfielder,Turkey,"
Beylerbeyi ", Turkey		,"
Erganispor ",,50 K €,Free transfer
"Jan 21, 2012",Peter Utaka,27,Centre-Forward,Nigeria,"
Odense BK ", Superligaen ,"
DL Pro ",,"3,00 mil. €",540 K €
"Jan 21, 2012",Csaba Borbely,31,Centre-Forward,Romania,"
Braila ", Liga 2 ,"
AFC Fortuna PC ",,250 K €,Free transfer
"Jan 21, 2012",Edwin Villafuerte,32,Goalkeeper,Ecuador,"
Atlético Audaz ", Ecuador		,"
Pereira ",,600 K €,Free transfer
"Jan 21, 2012",Alex Flett,19,Midfielder,England,"
Brigg Town ", England		,"
Cleethorpes ",,25 K €,Free transfer
"Jan 21, 2012",Henry León,28,Defensive Midfield,Ecuador,"
CD Olmedo ", Serie A Segunda Etapa ,"
Independiente ",,600 K €,?
"Jan 21, 2012",Anthony Obodai,29,Defensive Midfield,Ghana,"
Without Club ",,"
Magusa TGSK ",,700 K €,-
"Jan 21, 2012",Salvador Cabañas,31,Centre-Forward,Paraguay,"
Career break ",,"
12 de Octubre ",,"5,00 mil. €",-
"Jan 22, 2012",Freddy Borg,28,Centre-Forward,Sweden,"
Östers IF ", Superettan ,"
Hansa Rostock ",,225 K €,Free transfer
"Jan 22, 2012",Luciano Cardinali,25,Centre-Forward,Argentina,"
CA Fénix ", Primera División ,"
León de Huánuco ",,450 K €,Free transfer
"Jan 22, 2012",Cuthbert Malajila,26,Centre-Forward,Zimbabwe,"
Dynamos FC ", Zimbabwe		,"
Maritzburg Utd. ",,200 K €,?
"Jan 22, 2012",Muriel Orlando,22,Centre-Forward,Argentina,"
CNI ", Peru		,"
Johor FA ",,100 K €,?
"Jan 23, 2012",Fabio Borini,20,Left Winger,Italy,"
Parma ", Serie A ,"
AS Roma ",,"4,80 mil. €","7,60 mil. €"
"Jan 23, 2012",Andreas Wolf,29,Centre-Back,Germany,"
Werder Bremen ", Bundesliga ,"
Monaco ",,"2,50 mil. €","1,50 mil. €"
"Jan 23, 2012",Yuki Abe,30,Defensive Midfield,Japan,"
Leicester ", Championship ,"
Urawa Reds ",,"1,20 mil. €",Free transfer
"Jan 23, 2012",Ufuk Bayraktar,26,Left Winger,Turkey,"
Samsunspor ", Süper Lig ,"
Gaziantep FK ",,450 K €,Free transfer
"Jan 23, 2012",Aleksey Pankovets,30,Left-Back,Belarus,"
Dynamo Brest ", Vysheyshaya Liga ,"
Dinamo Minsk ",,250 K €,Free transfer
"Jan 23, 2012",Turgut Sahin,23,Left Winger,Turkey,"
Ankaragücü ", Süper Lig ,"
Gaziantepspor ",,"1,50 mil. €",Free transfer
"Jan 23, 2012",Carlos Espinosa,29,Attacking Midfield,Chile,"
FC Lyubimets ", Bulgaria		,"
AC Barnechea ",,150 K €,Free transfer
"Jan 23, 2012",Arlín Ayoví,32,Centre-Back,Ecuador,"
Independiente ", Serie A Segunda Etapa ,"
Técnico U. ",,200 K €,Free transfer
"Jan 23, 2012",William Araujo,32,Central Midfield,Ecuador,"
LDU Quito ", Serie A Segunda Etapa ,"
Técnico U. ",,400 K €,Free transfer
"Jan 23, 2012",Javier Guarino,25,Centre-Forward,Uruguay,"
CD Espoli ", Ecuador		,"
Bella Vista ",,200 K €,Free transfer
"Jan 23, 2012",Tomislav Glumac,20,Centre-Back,Croatia,"
Hajduk Split ", 1.HNL ,"
RNK Split ",,750 K €,Free transfer
"Jan 23, 2012",Joakim Eyde,20,Left-Back,Norway,"
Sarpsborg 08 ", OBOS-ligaen ,"
Nesodden IF ",,150 K €,Free transfer
"Jan 23, 2012",Abdulaziz bin Saran,27,Centre-Forward,Saudi Arabia,"
Shabab ", Professional League ,"
Al-Nassr ",,500 K €,?
"Jan 23, 2012",Veysel Kilic,24,Central Midfield,Turkey,"
I. Güngörenspor ", 1.Lig ,"
Gaziantep FK ",,25 K €,?
"Jan 23, 2012",Stephan Loboué,30,Goalkeeper,Cote d'Ivoire,"
Without Club ",,"
Golden Arrows ",,300 K €,-
"Jan 23, 2012",Grégory Cerdan,29,Centre-Back,France,"
Without Club ",,"
Guingamp ",,600 K €,-
"Jan 23, 2012",Eyyüp Hasan Ugur,34,Defensive Midfield,Turkey,"
Without Club ",,"
KFC Uerdingen ",,250 K €,-
"Jan 23, 2012",Oliver Sorg,21,Right-Back,Germany,"
SC Freiburg II ", Regionalliga Süd ,"
SC Freiburg ",,125 K €,-
"Jan 23, 2012",Immanuel Höhn,20,Centre-Back,Germany,"
SC Freiburg II ", Regionalliga Süd ,"
SC Freiburg ",,150 K €,-
"Jan 23, 2012",William Klingender,23,Attacking Midfield,Uruguay,"
Without Club ",,"
Central ",,150 K €,-
"Jan 23, 2012",Matthias Ginter,18,Centre-Back,Germany,"
SC Freiburg U19 ", U19-Bundesliga Süd/Südwest ,"
SC Freiburg ",,200 K €,-
"Jan 24, 2012",Jonathan Howson,23,Central Midfield,England,"
Leeds ", Championship ,"
Norwich ",,"1,00 mil. €","1,10 mil. €"
"Jan 24, 2012",Danijel Subasic,27,Goalkeeper,Croatia,"
Hajduk Split ", 1.HNL ,"
Monaco ",,"1,50 mil. €","1,00 mil. €"
"Jan 24, 2012",Amauri,31,Centre-Forward,Italy,"
Juventus ", Serie A ,"
Fiorentina ",,"6,00 mil. €",500 K €
"Jan 24, 2012",Iván Kaviedes,34,Centre-Forward,Ecuador,"
CD El Nacional ", Serie A Segunda Etapa ,"
Deportivo Quito ",,700 K €,Free transfer
"Jan 24, 2012",Sedat Debreli,29,Centre-Forward,Turkey,"
Eyüpspor ", 2.Lig Kirmizi ,"
Adiyamanspor ",,100 K €,Free transfer
"Jan 24, 2012",Alexander Stolz,28,Goalkeeper,Germany,"
Stuttgart II ", 3. Liga ,"
Karlsruher SC ",,50 K €,Free transfer
"Jan 24, 2012",Víctor López,33,Centre-Back,Argentina,"
CA Banfield ", Torneo Final ,"
Newell's ",,"1,10 mil. €",Free transfer
"Jan 24, 2012",Jairo Campos,27,Centre-Back,Ecuador,"
Atlético-MG ", Série A ,"
Barcelona SC ",,800 K €,Free transfer
"Jan 24, 2012",Kenan Özer,24,Right Winger,Turkey,"
Antalyaspor ", Süper Lig ,"
Boluspor ",,350 K €,Free transfer
"Jan 24, 2012",José Luis Cortez,32,Centre-Back,Ecuador,"
Independiente ", Serie A Segunda Etapa ,"
CD Macará ",,350 K €,Free transfer
"Jan 24, 2012",Paulius Grybauskas,27,Goalkeeper,Lithuania,"
Wigry Suwalki ", Poland		,"
Soligorsk ",,350 K €,Free transfer
"Jan 24, 2012",Sébastien Wüthrich,21,Left Midfield,Switzerland,"
Xamax ", Super League ,"
FC Sion ",,700 K €,Free transfer
"Jan 24, 2012",Pedro Larrea,25,Defensive Midfield,Ecuador,"
Barcelona SC ", Serie A Segunda Etapa ,"
LDU de Loja ",,250 K €,Free transfer
"Jan 24, 2012",Darwin Ramírez,23,Right Winger,Uruguay,"
CS Visé ", Proximus League ,"
Tanque Sisley ",,250 K €,Free transfer
"Jan 24, 2012",Thierry Steimetz,28,Second Striker,France,"
CSO Amneville ", France		,"
FC Metz ",,75 K €,Free transfer
"Jan 24, 2012",Wálter Calderón,34,Centre-Forward,Ecuador,"
LDU Quito ", Serie A Segunda Etapa ,"
LDU de Loja ",,500 K €,Free transfer
"Jan 24, 2012",Carlos Tapia,34,Centre-Back,Chile,"
La Serena ", Primera División ,"
AC Barnechea ",,100 K €,Free transfer
"Jan 24, 2012",Victor Pálsson,20,Defensive Midfield,Iceland,"
Hibernian FC ", Premiership ,"
NY Red Bulls ",,200 K €,Free transfer
"Jan 24, 2012",Özgür Yüce,21,Midfielder,Turkey,"
Fatsa Belediye ", Turkey		,"
Sultanbeyli Bld ",,50 K €,Free transfer
"Jan 24, 2012",Christian Cordero,24,Left Winger,Ecuador,"
Técnico U. ", Serie A Segunda Etapa ,"
LDU de Loja ",,150 K €,Free transfer
"Jan 24, 2012",Oswaldo España,24,Right-Back,Ecuador,"
CD Macará ", Serie A Segunda Etapa ,"
LDU de Loja B ",,300 K €,Free transfer
"Jan 24, 2012",Jefferson Nájera,23,Centre-Forward,Ecuador,"
Manta FC ", Serie A Segunda Etapa ,"
CD Macará ",,50 K €,Free transfer
"Jan 24, 2012",Enrique Narvay,21,Forward,Argentina,"
San Martín de Mendoza ", Argentina		,"
Club Rivadavia de Lincoln ",,100 K €,Free transfer
"Jan 24, 2012",Diego González,25,Centre-Back,Argentina,"
Técnico U. ", Serie A Segunda Etapa ,"
CD Macará ",,150 K €,Free transfer
"Jan 24, 2012",Kristóf Murányi,21,Defensive Midfield,Hungary,"
Nyíregyháza ", NB II - East ,"
Kapelln ",,50 K €,Free transfer
"Jan 25, 2012",Vágner Love,27,Centre-Forward,Brazil,"
CSKA Moscow ", Russia		,"
Flamengo ",,"12,00 mil. €","10,00 mil. €"
"Jan 25, 2012",Mevlüt Erdinc,24,Centre-Forward,Turkey,"
Paris SG ", Ligue 1 ,"
Stade Rennais ",,"7,25 mil. €","6,60 mil. €"
"Jan 25, 2012",Jean Beausejour,27,Left-Back,Chile,"
Birmingham ", Championship ,"
Wigan ",,"2,00 mil. €","4,70 mil. €"
"Jan 25, 2012",Vedad Ibisevic,27,Centre-Forward,Bosnia-Herzegovina,"
TSG Hoffenheim ", Bundesliga ,"
VfB Stuttgart ",,"6,00 mil. €","4,50 mil. €"
"Jan 25, 2012",Nacer Barazite,21,Attacking Midfield,Netherlands,"
Austria Vienna ", Bundesliga ,"
Monaco ",,"3,00 mil. €","4,50 mil. €"
"Jan 25, 2012",Fábio Rochemback,30,Central Midfield,Brazil,"
Grêmio ", Série A ,"
DL Pro ",,"2,00 mil. €","3,79 mil. €"
"Jan 25, 2012",Jesús Dátolo,27,Attacking Midfield,Argentina,"
Espanyol ", LaLiga ,"
Internacional ",,"3,00 mil. €","3,00 mil. €"
"Jan 25, 2012",Anton Sosnin,21,Central Midfield,Russia,"
KS Samara ", Russia		,"
Kuban Krasnodar ",,600 K €,"1,50 mil. €"
"Jan 25, 2012",Alexandre Alphonse,29,Centre-Forward,Guadeloupe,"
FC Zürich ", Super League ,"
Stade Brest 29 ",,850 K €,500 K €
"Jan 25, 2012",Andy Pugh,22,Centre-Forward,England,"
Welling ", England		,"
Cambridge Utd. ",,50 K €,20 K €
"Jan 25, 2012",Anthar Yahia,29,Centre-Back,Algeria,"
Al-Nassr ", Professional League ,"
1.FC K'lautern ",,"1,50 mil. €",Free transfer
"Jan 25, 2012",Manuele Blasi,31,Central Midfield,Italy,"
Parma ", Serie A ,"
Lecce ",,"1,40 mil. €",Free transfer
"Jan 25, 2012",Labinot Harbuzi,25,Attacking Midfield,Sweden,"
Genclerbirligi ", Süper Lig ,"
Manisaspor ",,"1,10 mil. €",Free transfer
"Jan 25, 2012",Marcelo Guerrero,28,Centre-Forward,Uruguay,"
Unión Temuco ",  Primera B Apertura ,"
Cerrito ",,200 K €,Free transfer
"Jan 25, 2012",Gökhan Cakir,24,Defensive Midfield,Turkey,"
Sariyer ", 2.Lig Kirmizi ,"
Y. Malatyaspor ",,125 K €,Free transfer
"Jan 25, 2012",Mehmet Yilmaz,23,Centre-Back,Turkey,"
Basaksehir ", Süper Lig ,"
Cubukspor ",,150 K €,Free transfer
"Jan 25, 2012",Boris Pankratov,29,Goalkeeper,Belarus,"
Dnepr Mogilev ", Belarus		,"
Neman Grodno ",,300 K €,Free transfer
"Jan 25, 2012",Aleksandr Tolkanitsa,22,Right Midfield,Belarus,"
Partizan Minsk ", Belarus		,"
Belshina ",,250 K €,Free transfer
"Jan 25, 2012",Igor Krivobok,33,Centre-Forward,Ukraine,"
Torpedo Zhodino ", Vysheyshaya Liga ,"
Neman Grodno ",,100 K €,Free transfer
"Jan 25, 2012",Tamás Orosz,19,Forward,Hungary,"
Mád FC ", Hungary		,"
Felsőzsolca ",,25 K €,Free transfer
"Jan 25, 2012",Aleksandar Lanistanin,22,Centre-Back,Serbia,"
Szeged ", NB II - East ,"
Novi Kozarci ",,50 K €,Free transfer
"Jan 25, 2012",Jaime Castrillón,28,Central Midfield,Colombia,"
Indep. Medellín ", Liga DIMAYOR II ,"
Colorado ",,"1,00 mil. €",?
"Jan 25, 2012",Marin Miok,26,Right Midfield,Serbia,"
CSM Resita ", Romania		,"
Radnicki Sombor ",,150 K €,?
"Jan 25, 2012",Josip Komarac,20,Central Midfield,Croatia,"
I. Güngörenspor ", 1.Lig ,"
Waidhofen/T. ",,50 K €,?
"Jan 25, 2012",Marko Livaja,18,Centre-Forward,Croatia,"
Cesena ", Serie A ,"
Inter ",,200 K €,?
"Jan 26, 2012",Tim Ream,24,Centre-Back,United States,"
NY Red Bulls ", MLS ,"
Bolton ",,250 K €,"3,10 mil. €"
"Jan 26, 2012",Raúl Bobadilla,24,Centre-Forward,Paraguay,"
Bor. M'gladbach ", Bundesliga ,"
BSC Young Boys ",,"2,50 mil. €","1,50 mil. €"
"Jan 26, 2012",Serge Aurier,19,Right-Back,Cote d'Ivoire,"
Lens ", Ligue 2 ,"
Toulouse ",,"2,00 mil. €","1,30 mil. €"
"Jan 26, 2012",Alexis Ferrante,16,Centre-Forward,Italy,"
Piacenza ", Serie C - B ,"
Roma U19 ",,100 K €,400 K €
"Jan 26, 2012",Roy Carroll,34,Goalkeeper,Northern Ireland,"
OFI Crete ", Super League 1 ,"
Olympiacos ",,950 K €,330 K €
"Jan 26, 2012",Felix Bastians,23,Centre-Back,Germany,"
SC Freiburg ", Bundesliga ,"
Hertha BSC ",,"2,50 mil. €",100 K €
"Jan 26, 2012",Ladislas Douniama,25,Second Striker,Congo,"
Guingamp ", Ligue 2 ,"
FC Lorient ",,400 K €,100 K €
"Jan 26, 2012",Chris Dickson,27,Centre-Forward,Ghana,"
Nea Salamis ", First Division ,"
AEL Limassol ",,300 K €,70 K €
"Jan 26, 2012",Piotr Wlazlo,22,Central Midfield,Poland,"
Widzew Lodz ", Ekstraklasa ,"
Radomiak ",,50 K €,8 K €
"Jan 26, 2012",Benjamin Onwuachi,27,Centre-Forward,Nigeria,"
AEL Limassol ", First Division ,"
Panetolikos ",,"1,80 mil. €",Free transfer
"Jan 26, 2012",Guillaume Loriot,25,Central Midfield,France,"
Valenciennes FC ", Ligue 1 ,"
US Boulogne ",,600 K €,Free transfer
"Jan 26, 2012",Tomasz Cywka,23,Defensive Midfield,Poland,"
Derby ", Championship ,"
Reading ",,250 K €,Free transfer
"Jan 26, 2012",Lamine Gassama,22,Right-Back,Senegal,"
Olympique Lyon ", Ligue 1 ,"
FC Lorient ",,700 K €,Free transfer
"Jan 26, 2012",Germán Noce,34,Right-Back,Argentina,"
Los Andes ", Argentina		,"
Atlético Racing Córdoba ",,250 K €,Free transfer
"Jan 26, 2012",Damián Frascarelli,26,Goalkeeper,Uruguay,"
Omonia Nikosia ", First Division ,"
Bella Vista ",,350 K €,Free transfer
"Jan 26, 2012",Cristian Cayeta,30,Forward,Argentina,"
Almagro ", Argentina		,"
Huracan de Tres Arroyos ",,75 K €,Free transfer
"Jan 26, 2012",Sebastián Díaz,22,Centre-Back,Chile,"
Cobresal ", Primera División ,"
Unión Temuco ",,75 K €,Free transfer
"Jan 26, 2012",Burak Cengiz,24,Goalkeeper,Turkey,"
Inegölspor ", 3.Lig Grup 1 ,"
Ankara Demir ",,50 K €,Free transfer
"Jan 26, 2012",Oktay Özen,24,Centre-Back,Turkey,"
Hatayspor ", Turkey		,"
Siirtspor ",,50 K €,Free transfer
"Jan 26, 2012",Marios Charalampous,20,Central Midfield,Cyprus,"
Apollon L. U21 ", Cyprus		,"
Ermis Aradippou ",,50 K €,Free transfer
"Jan 26, 2012",Hakkan Arslan,33,Midfielder,Turkey,"
Körfez Isk. ", 2.Lig Beyaz ,"
Erzin Spor ",,25 K €,Free transfer
"Jan 26, 2012",Cemre Baloglu,21,Midfielder,Turkey,"
Ofspor ", 2.Lig Beyaz ,"
Sivas Belediye ",,25 K €,Free transfer
"Jan 26, 2012",Abdullah Cetin,27,Right-Back,Turkey,"
Sanliurfaspor  ", 2.Lig Beyaz ,"
Göztepe ",,75 K €,?
"Jan 26, 2012",Wendel,29,Left Midfield,Brazil,"
Ittihad ", Professional League ,"
Shabab ",,"2,00 mil. €",?
"Jan 26, 2012",Geovanny Caicedo,30,Centre-Back,Ecuador,"
LDU Quito ", Serie A Segunda Etapa ,"
Toronto FC ",,"1,00 mil. €",?
"Jan 27, 2012",Moussa Sow,26,Centre-Forward,Senegal,"
LOSC Lille ", Ligue 1 ,"
Fenerbahce ",,"12,00 mil. €","10,00 mil. €"
"Jan 27, 2012",Alex,29,Centre-Back,Brazil,"
Chelsea ", Premier League ,"
Paris SG ",,"13,00 mil. €","5,00 mil. €"
"Jan 27, 2012",Mos,23,Centre-Forward,Norway,"
Vålerenga ", Eliteserien ,"
FC Copenhagen ",,"1,00 mil. €","1,20 mil. €"
"Jan 27, 2012",Zlatko Junuzovic,24,Central Midfield,Austria,"
Austria Vienna ", Bundesliga ,"
Werder Bremen ",,"2,50 mil. €",800 K €
"Jan 27, 2012",Dominik Masek,16,Attacking Midfield,Czech Republic,"
1.FK Pribram ", Fortuna Liga ,"
Hamburg U19 ",,400 K €,150 K €
"Jan 27, 2012",Wallace,26,Centre-Back,Brazil,"
Gornik Leczna ", 1 Liga ,"
Arka Gdynia ",,150 K €,45 K €
"Jan 27, 2012",Tomasz Wisio,30,Centre-Back,Poland,"
Ergotelis ", Super League 1 ,"
RB Leipzig ",,550 K €,Free transfer
"Jan 27, 2012",Björn Lindemann,28,Attacking Midfield,Germany,"
Carl Zeiss Jena ", 3. Liga ,"
Army Utd. ",,200 K €,Free transfer
"Jan 27, 2012",Ali Cemal Boztepe,28,Central Midfield,Turkey,"
Kahramanmaras ", Turkey		,"
Orhangazi Bld ",,50 K €,Free transfer
"Jan 27, 2012",Tommy Wright,27,Centre-Forward,England,"
Luton ", National League ,"
Forest Green ",,225 K €,Free transfer
"Jan 27, 2012",Tyrone Berry,24,Centre-Forward,England,"
Burgess Hill ", England		,"
Hayes & Yeading ",,50 K €,Free transfer
"Jan 27, 2012",Stathis Stefanidis,30,Right Midfield,Greece,"
Agrotikos ", Football League ,"
Kilkisiakos ",,200 K €,Free transfer
"Jan 27, 2012",Gerasimos Chaikalis,27,Centre-Forward,Greece,"
Ethn. Asteras ", Football League ,"
Platanias ",,150 K €,Free transfer
"Jan 27, 2012",Michael Görlitz,24,Right Winger,Germany,"
Halmstad ", Superettan ,"
FSV Frankfurt ",,800 K €,Free transfer
"Jan 27, 2012",Ante Aracic,30,Centre-Back,Croatia,"
HNK Sibenik ", 1.HNL ,"
NK Varazdin ",,50 K €,Free transfer
"Jan 27, 2012",Igor Lovric,24,Goalkeeper,Croatia,"
Karlovac 1919 ", 1.HNL ,"
NK Lokomotiva ",,300 K €,Free transfer
"Jan 27, 2012",Luke Guttridge,29,Attacking Midfield,England,"
Aldershot Town ", League Two ,"
Northampt. Town ",,275 K €,Free transfer
"Jan 27, 2012",Ivan Bozic,28,Centre-Forward,Bosnia-Herzegovina,"
HNK Sibenik ", 1.HNL ,"
Hrv Dragovoljac ",,300 K €,Free transfer
"Jan 27, 2012",Lukasz Grzeszczyk,24,Attacking Midfield,Poland,"
Widzew Lodz ", Ekstraklasa ,"
Warta Poznan ",,200 K €,Free transfer
"Jan 27, 2012",Bozidar Radosevic,22,Goalkeeper,Croatia,"
B. Podgorica ", Montenegro		,"
NK Solin ",,450 K €,Free transfer
"Jan 27, 2012",Santiago Raymonda,32,Attacking Midfield,Argentina,"
Chacarita Jrs ", Primera Nacional ,"
Oriente P. ",,800 K €,Free transfer
"Jan 27, 2012",Adam Nemec,26,Centre-Forward,Slovakia,"
1.FC K'lautern ", Bundesliga ,"
FC Ingolstadt ",,"1,50 mil. €",Free transfer
"Jan 27, 2012",Ersin Veli,29,Centre-Back,Turkey,"
Samsunspor ", Süper Lig ,"
Giresunspor ",,200 K €,Free transfer
"Jan 27, 2012",Greg Mills,21,Centre-Forward,England,"
Telford Utd ", National League ,"
Worcester City ",,50 K €,Free transfer
"Jan 27, 2012",Steven Leslie,24,Left Midfield,Scotland,"
Shrewsbury ", League Two ,"
Wrexham ",,100 K €,Free transfer
"Jan 28, 2012",Mame Diouf,24,Centre-Forward,Senegal,"
Man Utd ", Premier League ,"
Hannover 96 ",,"4,00 mil. €","1,80 mil. €"
"Jan 28, 2012",Simon Makienok,21,Centre-Forward,Denmark,"
HB Köge ", Superligaen ,"
Bröndby IF ",,600 K €,470 K €
